,price,bed,bath,acre_lot,house_size,clusters,cluster
0,525000.0,3.0,3.0,0.45,2314.0,0,pink
1,289900.0,3.0,2.0,0.36,1276.0,0,pink
2,384900.0,3.0,2.0,0.46,1476.0,0,pink
3,199999.0,3.0,2.0,1.76,1968.0,0,pink
4,419000.0,4.0,2.0,2.0,1607.0,0,pink
5,745000.0,4.0,3.0,0.56,2847.0,0,pink
6,875000.0,4.0,4.0,1.5,4366.0,2,dark purple
7,699900.0,4.0,4.0,0.77,3879.0,2,dark purple
8,275000.0,3.0,2.0,0.16,1280.0,0,pink
9,415000.0,4.0,2.0,0.49,1814.0,0,pink
10,390000.0,3.0,2.0,0.5,1128.0,0,pink
11,865000.0,4.0,3.0,0.65,3465.0,2,dark purple
12,499900.0,4.0,3.0,0.46,2143.0,0,pink
13,650000.0,5.0,4.0,0.64,2363.0,2,dark purple
14,975000.0,3.0,4.0,3.04,2074.0,0,pink
15,439900.0,3.0,2.0,0.2,1349.0,0,pink
16,397000.0,2.0,2.0,0.51,2000.0,0,pink
17,389900.0,2.0,2.0,0.92,1723.0,0,pink
18,459900.0,4.0,3.0,3.8,2768.0,0,pink
19,249900.0,4.0,3.0,0.29,1514.0,0,pink
20,324900.0,4.0,2.0,0.56,1523.0,0,pink
21,364900.0,3.0,2.0,1.02,1617.0,0,pink
22,240000.0,2.0,1.0,0.28,1207.0,0,pink
23,224900.0,2.0,1.0,0.4,1034.0,0,pink
24,299500.0,3.0,2.0,0.11,2240.0,0,pink
25,469900.0,3.0,3.0,1.82,2096.0,0,pink
26,295000.0,4.0,2.0,0.3,2112.0,0,pink
27,339000.0,6.0,2.0,0.23,2399.0,2,dark purple
28,275000.0,2.0,2.0,0.05,1200.0,0,pink
29,579900.0,4.0,3.0,0.41,2590.0,0,pink
30,365000.0,3.0,2.0,0.3,1880.0,0,pink
31,215000.0,1.0,1.0,0.31,640.0,0,pink
32,499000.0,3.0,2.0,0.14,1728.0,0,pink
33,489900.0,3.0,2.0,0.12,1531.0,0,pink
34,65000.0,1.0,1.0,0.4,634.0,0,pink
35,273900.0,3.0,1.0,0.12,1175.0,0,pink
36,849900.0,4.0,5.0,3.97,5023.0,2,dark purple
37,449900.0,3.0,3.0,4.08,2283.0,0,pink
38,169999.0,2.0,1.0,0.6,802.0,0,pink
39,299900.0,5.0,3.0,0.32,1850.0,0,pink
40,435000.0,3.0,3.0,1.08,2360.0,0,pink
41,330000.0,2.0,3.0,30.0,2130.0,0,pink
42,174900.0,3.0,2.0,0.25,1637.0,0,pink
43,175000.0,5.0,2.0,0.13,1924.0,0,pink
44,160000.0,5.0,2.0,1.27,1495.0,0,pink
45,389900.0,2.0,2.0,6.0,1779.0,0,pink
46,300000.0,3.0,1.0,0.69,1200.0,0,pink
47,239900.0,4.0,2.0,0.11,1989.0,0,pink
48,299900.0,1.0,2.0,0.53,3792.0,0,pink
49,299900.0,3.0,2.0,0.22,2037.0,0,pink
50,759000.0,5.0,2.0,1.85,4510.0,2,dark purple
51,139000.0,3.0,2.0,0.05,1644.0,0,pink
52,110000.0,2.0,1.0,0.25,800.0,0,pink
53,215000.0,3.0,2.0,0.25,4620.0,0,pink
54,386000.0,4.0,2.0,1.3,2032.0,0,pink
55,375000.0,3.0,1.0,3.87,1008.0,0,pink
56,1295000.0,4.0,5.0,7.81,7000.0,2,dark purple
57,799000.0,4.0,4.0,1.59,3444.0,2,dark purple
58,289900.0,5.0,2.0,0.15,2316.0,0,pink
59,195500.0,4.0,2.0,0.17,2030.0,0,pink
60,1390000.0,3.0,5.0,14.48,3112.0,2,dark purple
61,285000.0,3.0,3.0,19.23,2268.0,0,pink
62,184900.0,1.0,1.0,0.29,640.0,0,pink
63,195000.0,2.0,1.0,0.15,1276.0,0,pink
64,219900.0,3.0,3.0,0.1,1781.0,0,pink
65,279900.0,3.0,1.0,0.13,1456.0,0,pink
66,215000.0,2.0,1.0,0.22,816.0,0,pink
67,425000.0,3.0,2.0,0.25,1609.0,0,pink
68,400000.0,4.0,3.0,0.46,2108.0,0,pink
69,500000.0,4.0,5.0,1.02,2396.0,2,dark purple
70,689000.0,5.0,2.0,0.38,3364.0,2,dark purple
71,249987.0,4.0,2.0,0.13,1596.0,0,pink
72,199900.0,3.0,1.0,0.26,1048.0,0,pink
73,185000.0,4.0,2.0,0.14,2040.0,0,pink
74,214900.0,4.0,2.0,0.12,1599.0,0,pink
75,379900.0,5.0,2.0,0.85,1605.0,0,pink
76,275000.0,3.0,1.0,0.29,1482.0,0,pink
77,379900.0,4.0,2.0,0.62,1988.0,0,pink
78,340000.0,3.0,2.0,1.07,1100.0,0,pink
79,300000.0,6.0,4.0,0.16,2844.0,2,dark purple
80,824900.0,4.0,2.0,0.18,2382.0,0,pink
81,349900.0,4.0,1.0,0.91,1404.0,0,pink
82,259900.0,4.0,2.0,0.11,1872.0,0,pink
83,240000.0,3.0,2.0,0.16,1284.0,0,pink
84,1290000.0,5.0,5.0,2.0,4476.0,2,dark purple
85,289900.0,3.0,1.0,0.26,1096.0,0,pink
86,199900.0,2.0,2.0,0.23,1210.0,0,pink
87,945000.0,9.0,10.0,2.83,5512.0,2,dark purple
88,270000.0,2.0,1.0,2.61,936.0,0,pink
89,439500.0,4.0,2.0,0.59,2394.0,0,pink
90,289000.0,3.0,3.0,0.14,1978.0,0,pink
91,299900.0,8.0,4.0,0.14,4192.0,2,dark purple
92,235000.0,2.0,1.0,0.27,1200.0,0,pink
93,449000.0,3.0,3.0,0.4,1916.0,0,pink
94,995000.0,5.0,4.0,0.72,4468.0,2,dark purple
95,325000.0,3.0,2.0,0.54,1336.0,0,pink
96,399999.0,2.0,1.0,0.5,1072.0,0,pink
97,547500.0,4.0,4.0,0.91,2420.0,2,dark purple
98,299900.0,3.0,2.0,0.53,880.0,0,pink
99,319000.0,2.0,1.0,0.48,1115.0,0,pink
100,349990.0,3.0,2.0,0.26,1300.0,0,pink
101,299900.0,3.0,2.0,0.2,1584.0,0,pink
102,219900.0,3.0,2.0,0.05,1092.0,0,pink
103,156750.0,3.0,1.0,0.47,1268.0,0,pink
104,365000.0,6.0,3.0,0.31,2408.0,2,dark purple
105,219000.0,3.0,1.0,0.15,1170.0,0,pink
106,259900.0,3.0,2.0,0.27,1265.0,0,pink
107,299987.0,4.0,2.0,0.17,2094.0,0,pink
108,377000.0,7.0,4.0,0.33,2538.0,2,dark purple
109,350000.0,3.0,1.0,0.34,1248.0,0,pink
110,375000.0,4.0,2.0,0.16,1280.0,0,pink
111,266000.0,3.0,2.0,0.33,1770.0,0,pink
112,240000.0,3.0,1.0,0.41,960.0,0,pink
113,149900.0,2.0,2.0,0.57,924.0,0,pink
114,249900.0,4.0,3.0,0.18,4704.0,2,dark purple
115,235000.0,3.0,1.0,0.15,1416.0,0,pink
116,1500000.0,6.0,7.0,4.52,6250.0,2,dark purple
117,275000.0,5.0,2.0,2.11,3024.0,0,pink
118,265000.0,3.0,1.0,0.4,1529.0,0,pink
119,229000.0,4.0,2.0,0.13,1529.0,0,pink
120,299000.0,3.0,1.0,0.65,1424.0,0,pink
121,309000.0,3.0,1.0,0.8,1040.0,0,pink
122,279900.0,4.0,1.0,1.06,1243.0,0,pink
123,294900.0,6.0,2.0,0.13,2288.0,2,dark purple
124,399900.0,4.0,3.0,1.6,1960.0,0,pink
125,675000.0,4.0,3.0,0.69,3476.0,2,dark purple
126,1237542.0,4.0,3.0,100.5,3063.0,2,dark purple
127,239900.0,3.0,2.0,0.4,1911.0,0,pink
128,329000.0,4.0,1.0,0.64,1296.0,0,pink
129,369900.0,12.0,3.0,0.15,3902.0,2,dark purple
130,299900.0,3.0,2.0,0.15,1613.0,0,pink
131,289900.0,5.0,3.0,0.14,2328.0,2,dark purple
132,350000.0,4.0,4.0,0.21,2016.0,0,pink
133,260000.0,3.0,1.0,0.39,1166.0,0,pink
134,375000.0,9.0,3.0,0.11,3656.0,2,dark purple
135,129900.0,4.0,2.0,1.0,1765.0,0,pink
136,164900.0,2.0,1.0,0.35,814.0,0,pink
137,559000.0,4.0,4.0,1.52,3408.0,2,dark purple
138,899900.0,3.0,4.0,5.93,5500.0,2,dark purple
139,115900.0,3.0,1.0,0.25,1367.0,0,pink
140,160000.0,1.0,1.0,0.47,608.0,0,pink
141,649000.0,3.0,3.0,21.0,3362.0,0,pink
142,149900.0,3.0,2.0,0.24,1422.0,0,pink
143,289900.0,3.0,3.0,0.14,1588.0,0,pink
144,439900.0,3.0,2.0,1.13,2448.0,0,pink
145,379900.0,3.0,2.0,0.49,1708.0,0,pink
146,149900.0,2.0,1.0,3.0,980.0,0,pink
147,195000.0,2.0,1.0,0.12,864.0,0,pink
148,349900.0,3.0,2.0,4.28,1410.0,0,pink
149,299900.0,3.0,2.0,0.37,1269.0,0,pink
150,299413.0,3.0,2.0,0.34,1424.0,0,pink
151,389999.0,6.0,3.0,0.14,2673.0,2,dark purple
152,349900.0,3.0,2.0,0.34,1536.0,0,pink
153,349900.0,4.0,2.0,1.03,1638.0,0,pink
154,129000.0,1.0,1.0,0.09,793.0,0,pink
155,674444.0,4.0,5.0,0.26,4122.0,2,dark purple
156,249900.0,3.0,2.0,0.23,1259.0,0,pink
157,279000.0,2.0,1.0,0.38,988.0,0,pink
158,259000.0,3.0,1.0,0.8,1196.0,0,pink
159,399000.0,4.0,3.0,0.28,2500.0,0,pink
160,739900.0,4.0,4.0,0.97,3000.0,2,dark purple
161,299000.0,2.0,2.0,0.46,1174.0,0,pink
162,304900.0,4.0,1.0,0.22,1425.0,0,pink
163,409900.0,2.0,1.0,0.57,1020.0,0,pink
164,589900.0,4.0,3.0,0.61,2857.0,0,pink
165,300000.0,3.0,1.0,0.28,1260.0,0,pink
166,439900.0,5.0,4.0,0.53,2094.0,2,dark purple
167,269900.0,3.0,1.0,1.41,1092.0,0,pink
168,399900.0,9.0,6.0,0.19,5364.0,2,dark purple
169,159900.0,2.0,2.0,0.28,1206.0,0,pink
170,324900.0,13.0,7.0,0.2,4233.0,2,dark purple
171,349900.0,3.0,3.0,1.4,2234.0,0,pink
172,150000.0,3.0,1.0,0.09,1303.0,0,pink
173,199900.0,9.0,3.0,0.13,3511.0,2,dark purple
174,2995000.0,4.0,8.0,12.1,14240.0,1,purple
175,144000.0,1.0,1.0,5.46,600.0,0,pink
176,139900.0,3.0,1.0,0.17,1180.0,0,pink
177,209000.0,3.0,2.0,0.16,1352.0,0,pink
178,231500.0,3.0,1.0,0.31,1152.0,0,pink
179,324900.0,3.0,2.0,0.5,1756.0,0,pink
180,380000.0,4.0,2.0,17.84,2196.0,0,pink
181,225000.0,5.0,3.0,0.15,2549.0,2,dark purple
182,209900.0,4.0,2.0,0.21,1200.0,0,pink
183,355000.0,3.0,3.0,0.52,2191.0,0,pink
184,629900.0,4.0,3.0,0.46,2908.0,0,pink
185,400000.0,3.0,2.0,2.99,2372.0,0,pink
186,429000.0,3.0,2.0,0.16,1500.0,0,pink
187,1390000.0,14.0,15.0,2.4,10302.0,1,purple
188,839000.0,9.0,9.0,1.0,5358.0,2,dark purple
189,699000.0,3.0,3.0,2.0,2482.0,0,pink
190,449797.0,5.0,3.0,0.19,2173.0,2,dark purple
191,799000.0,4.0,4.0,9.3,3164.0,2,dark purple
192,575000.0,3.0,2.0,4.1,1900.0,0,pink
193,869000.0,6.0,6.0,0.76,3902.0,2,dark purple
194,239999.0,4.0,2.0,0.1,2160.0,0,pink
195,2100000.0,3.0,3.0,5.2,2900.0,0,pink
196,349000.0,1.0,1.0,2.23,5104.0,0,pink
197,3250000.0,7.0,7.0,24.35,6200.0,1,purple
198,729000.0,4.0,4.0,1.3,5005.0,2,dark purple
199,649000.0,4.0,3.0,0.87,2501.0,0,pink
200,250000.0,6.0,2.0,0.1,1728.0,0,pink
201,229000.0,10.0,5.0,0.19,4260.0,2,dark purple
202,124900.0,3.0,1.0,0.31,1892.0,0,pink
203,109900.0,6.0,2.0,0.57,2979.0,2,dark purple
204,224900.0,3.0,1.0,0.21,1746.0,0,pink
205,254900.0,7.0,4.0,0.4,2992.0,2,dark purple
206,169900.0,2.0,1.0,0.22,1175.0,0,pink
207,149900.0,5.0,3.0,0.1,2027.0,2,dark purple
208,264999.0,2.0,2.0,0.24,1044.0,0,pink
209,649000.0,4.0,3.0,62.0,2650.0,2,dark purple
210,395000.0,4.0,1.0,0.3,1360.0,0,pink
211,289000.0,8.0,2.0,0.22,3278.0,2,dark purple
212,289900.0,3.0,2.0,0.17,1376.0,0,pink
213,239900.0,3.0,2.0,0.2,1572.0,0,pink
214,539900.0,8.0,8.0,0.23,6120.0,2,dark purple
215,184900.0,12.0,4.0,0.22,4200.0,2,dark purple
216,185000.0,3.0,1.0,0.24,875.0,0,pink
217,750000.0,4.0,1.0,46.0,2180.0,0,pink
218,299999.0,3.0,2.0,0.23,1362.0,0,pink
219,459900.0,3.0,2.0,0.75,2190.0,0,pink
220,999000.0,4.0,4.0,196.1,3396.0,1,purple
221,975000.0,5.0,4.0,58.0,4685.0,2,dark purple
222,224900.0,2.0,2.0,0.18,1094.0,0,pink
223,80000.0,2.0,1.0,0.34,791.0,0,pink
224,99000.0,2.0,1.0,0.36,1032.0,0,pink
225,110000.0,3.0,2.0,0.11,1122.0,0,pink
226,119900.0,4.0,2.0,0.06,1872.0,0,pink
227,250000.0,3.0,2.0,0.3,1260.0,0,pink
228,369900.0,8.0,7.0,0.13,9516.0,2,dark purple
229,99900.0,2.0,1.0,0.02,640.0,0,pink
230,279900.0,4.0,2.0,0.36,1610.0,0,pink
231,299900.0,3.0,2.0,0.46,1536.0,0,pink
232,229900.0,3.0,1.0,0.18,1080.0,0,pink
233,475000.0,10.0,4.0,0.13,3736.0,2,dark purple
234,169000.0,8.0,4.0,0.24,3344.0,2,dark purple
235,269000.0,4.0,1.0,0.77,1644.0,0,pink
236,199900.0,3.0,1.0,0.25,1105.0,0,pink
237,139900.0,1.0,1.0,0.25,766.0,0,pink
238,275000.0,4.0,2.0,0.2,1846.0,0,pink
239,209000.0,6.0,2.0,0.12,2664.0,2,dark purple
240,189900.0,2.0,1.0,0.12,841.0,0,pink
241,159900.0,3.0,2.0,0.23,1452.0,0,pink
242,214900.0,3.0,1.0,0.14,1522.0,0,pink
243,249900.0,3.0,2.0,0.16,1809.0,0,pink
244,170000.0,3.0,1.0,0.21,1632.0,0,pink
245,265000.0,3.0,3.0,0.17,1326.0,0,pink
246,219900.0,2.0,1.0,0.39,720.0,0,pink
247,24900.0,7.0,3.0,0.24,3727.0,2,dark purple
248,299000.0,3.0,1.0,10.75,1056.0,0,pink
249,475000.0,3.0,2.0,0.2,1424.0,0,pink
250,249900.0,6.0,2.0,0.13,2580.0,2,dark purple
251,259900.0,6.0,2.0,0.11,2016.0,2,dark purple
252,199919.0,4.0,1.0,0.1,1410.0,0,pink
253,670000.0,5.0,3.0,1.66,4296.0,2,dark purple
254,159900.0,4.0,2.0,0.11,1525.0,0,pink
255,295000.0,3.0,2.0,0.17,2038.0,0,pink
256,269900.0,4.0,2.0,0.14,1648.0,0,pink
257,279000.0,6.0,3.0,0.17,3056.0,2,dark purple
258,225000.0,2.0,2.0,0.11,1224.0,0,pink
259,235000.0,3.0,1.0,0.11,1248.0,0,pink
260,227000.0,3.0,1.0,0.15,1080.0,0,pink
261,129900.0,4.0,2.0,0.2,1712.0,0,pink
262,200000.0,3.0,1.0,0.3,1750.0,0,pink
263,115000.0,3.0,1.0,0.13,1642.0,0,pink
264,249900.0,2.0,1.0,0.22,706.0,0,pink
265,1395000.0,4.0,5.0,25.99,4179.0,2,dark purple
266,259000.0,8.0,3.0,0.13,2996.0,2,dark purple
267,169900.0,6.0,2.0,0.13,2060.0,2,dark purple
268,784900.0,6.0,3.0,0.17,2592.0,2,dark purple
269,784900.0,6.0,2.0,0.08,2554.0,2,dark purple
270,230000.0,8.0,4.0,0.2,3904.0,2,dark purple
271,199900.0,4.0,2.0,0.12,1600.0,0,pink
272,209000.0,2.0,2.0,0.11,1240.0,0,pink
273,715000.0,7.0,7.0,1.0,3684.0,2,dark purple
274,649000.0,3.0,3.0,0.19,1876.0,0,pink
275,179900.0,5.0,2.0,0.11,1892.0,0,pink
276,565000.0,4.0,3.0,1.74,2073.0,0,pink
277,725000.0,5.0,4.0,0.5,5694.0,2,dark purple
278,139900.0,2.0,1.0,0.11,944.0,0,pink
279,339900.0,3.0,3.0,0.4,2397.0,0,pink
280,250000.0,6.0,3.0,0.15,3696.0,2,dark purple
281,250000.0,4.0,2.0,0.11,1806.0,0,pink
282,349900.0,4.0,2.0,0.24,2002.0,0,pink
283,749900.0,5.0,5.0,0.75,3213.0,2,dark purple
284,234900.0,3.0,1.0,0.14,1063.0,0,pink
285,349000.0,3.0,2.0,2.0,1504.0,0,pink
286,239900.0,3.0,2.0,0.12,1248.0,0,pink
287,223500.0,4.0,1.0,0.1,1848.0,0,pink
288,394900.0,3.0,4.0,0.44,2025.0,0,pink
289,324900.0,4.0,4.0,0.37,2160.0,2,dark purple
290,329000.0,3.0,2.0,0.5,1688.0,0,pink
291,459900.0,4.0,2.0,0.58,1662.0,0,pink
292,139000.0,2.0,2.0,0.88,1193.0,0,pink
293,269000.0,5.0,2.0,0.11,1634.0,0,pink
294,249900.0,3.0,2.0,0.11,1902.0,0,pink
295,539000.0,3.0,4.0,1.11,3577.0,2,dark purple
296,589000.0,2.0,2.0,3.96,1716.0,0,pink
297,324900.0,5.0,3.0,0.59,2287.0,2,dark purple
298,529900.0,4.0,3.0,0.39,2584.0,0,pink
299,265000.0,4.0,3.0,0.11,1728.0,0,pink
300,699900.0,4.0,3.0,0.39,3264.0,2,dark purple
301,70000.0,7.0,3.0,0.11,3035.0,2,dark purple
302,324900.0,3.0,1.0,0.21,1588.0,0,pink
303,409000.0,3.0,2.0,1.25,1792.0,0,pink
304,449900.0,3.0,2.0,0.41,1817.0,0,pink
305,235000.0,4.0,3.0,0.13,1625.0,0,pink
306,445000.0,8.0,6.0,0.13,8369.0,2,dark purple
307,219900.0,4.0,1.0,0.65,2120.0,0,pink
308,237900.0,2.0,2.0,1.0,1341.0,0,pink
309,289900.0,4.0,2.0,0.11,1742.0,0,pink
310,825000.0,5.0,4.0,0.48,3657.0,2,dark purple
311,15500000.0,3.0,5.0,298.0,4273.0,1,purple
312,225000.0,4.0,2.0,0.14,1399.0,0,pink
313,190000.0,6.0,2.0,0.14,2508.0,2,dark purple
314,250000.0,6.0,2.0,0.62,2520.0,2,dark purple
315,284999.0,4.0,3.0,0.12,1360.0,0,pink
316,529000.0,3.0,2.0,0.18,1634.0,0,pink
317,699900.0,4.0,4.0,0.62,2712.0,2,dark purple
318,179900.0,3.0,2.0,0.95,1200.0,0,pink
319,249000.0,3.0,2.0,0.37,1440.0,0,pink
320,185000.0,4.0,1.0,0.28,1357.0,0,pink
321,85000.0,3.0,2.0,0.14,1525.0,0,pink
322,599000.0,4.0,3.0,2.5,2351.0,0,pink
323,450000.0,6.0,3.0,0.21,4742.0,2,dark purple
324,179500.0,3.0,2.0,4.0,2284.0,0,pink
325,480000.0,3.0,3.0,0.34,3390.0,0,pink
326,180000.0,4.0,4.0,0.23,2145.0,2,dark purple
327,1249000.0,3.0,4.0,1.4,4936.0,2,dark purple
328,169900.0,4.0,2.0,0.08,1884.0,0,pink
329,899900.0,3.0,3.0,14.88,4342.0,2,dark purple
330,465000.0,3.0,3.0,1.2,2370.0,0,pink
331,229900.0,5.0,4.0,0.16,4341.0,2,dark purple
332,315000.0,2.0,1.0,1.3,895.0,0,pink
333,300000.0,3.0,1.0,3.06,864.0,0,pink
334,179999.0,4.0,2.0,0.05,3396.0,0,pink
335,205000.0,4.0,2.0,0.35,1965.0,0,pink
336,234900.0,4.0,1.0,0.85,1921.0,0,pink
337,329900.0,3.0,2.0,0.62,1650.0,0,pink
338,189000.0,4.0,2.0,0.15,1922.0,0,pink
339,399000.0,4.0,2.0,3.25,2200.0,0,pink
340,335000.0,8.0,3.0,0.39,4841.0,2,dark purple
341,1150000.0,5.0,4.0,1.99,6011.0,2,dark purple
342,475000.0,4.0,3.0,0.9,2507.0,0,pink
343,289900.0,6.0,2.0,0.56,2976.0,2,dark purple
344,799900.0,3.0,3.0,0.14,2600.0,0,pink
345,369900.0,2.0,1.0,0.32,915.0,0,pink
346,490000.0,3.0,2.0,1.3,1888.0,0,pink
347,179900.0,4.0,1.0,0.24,1350.0,0,pink
348,219900.0,4.0,3.0,0.29,2511.0,0,pink
349,579900.0,1.0,4.0,4.2,9800.0,2,dark purple
350,149900.0,3.0,2.0,0.08,1120.0,0,pink
351,217900.0,2.0,1.0,0.18,1040.0,0,pink
352,139900.0,8.0,2.0,0.26,2016.0,2,dark purple
353,119900.0,5.0,2.0,0.24,2623.0,0,pink
354,165000.0,3.0,2.0,0.21,1230.0,0,pink
355,149900.0,3.0,2.0,0.08,1950.0,0,pink
356,59900.0,3.0,1.0,0.32,1105.0,0,pink
357,285000.0,6.0,3.0,0.26,2800.0,2,dark purple
358,549000.0,4.0,2.0,0.41,1545.0,0,pink
359,315000.0,2.0,2.0,3.8,1215.0,0,pink
360,589900.0,4.0,3.0,0.76,2582.0,0,pink
361,700000.0,4.0,3.0,0.45,2822.0,0,pink
362,159900.0,4.0,2.0,0.22,1870.0,0,pink
363,3200000.0,4.0,6.0,34.0,7289.0,1,purple
364,175000.0,6.0,4.0,0.22,2448.0,2,dark purple
365,119900.0,3.0,2.0,0.17,1144.0,0,pink
366,159000.0,2.0,2.0,0.18,1455.0,0,pink
367,126000.0,3.0,1.0,2.8,1520.0,0,pink
368,213900.0,4.0,2.0,0.18,2023.0,0,pink
369,229000.0,3.0,1.0,0.11,1548.0,0,pink
370,599000.0,4.0,4.0,3.34,3381.0,2,dark purple
371,784900.0,6.0,2.0,0.16,2220.0,2,dark purple
372,275000.0,8.0,4.0,0.42,3752.0,2,dark purple
373,249900.0,4.0,2.0,0.93,1404.0,0,pink
374,59900.0,2.0,1.0,1.0,672.0,0,pink
375,699900.0,5.0,3.0,0.51,5023.0,2,dark purple
376,359900.0,3.0,2.0,0.41,1684.0,0,pink
377,299900.0,5.0,4.0,0.16,3071.0,2,dark purple
378,49999.0,4.0,2.0,0.1,1822.0,0,pink
379,289500.0,3.0,2.0,0.18,1750.0,0,pink
380,375000.0,5.0,2.0,0.6,2700.0,0,pink
381,389000.0,5.0,2.0,0.2,2304.0,0,pink
382,259799.0,4.0,2.0,0.27,2104.0,0,pink
383,307900.0,3.0,2.0,1.1,1905.0,0,pink
384,229900.0,4.0,2.0,0.13,1644.0,0,pink
385,289900.0,4.0,1.0,0.24,1173.0,0,pink
386,249900.0,3.0,2.0,0.55,1365.0,0,pink
387,198000.0,3.0,1.0,0.23,876.0,0,pink
388,364999.0,3.0,3.0,0.17,1576.0,0,pink
389,599000.0,3.0,3.0,3.11,2275.0,0,pink
390,465000.0,3.0,3.0,2.04,2775.0,0,pink
391,350000.0,6.0,3.0,0.36,3048.0,2,dark purple
392,199900.0,2.0,1.0,0.14,1024.0,0,pink
393,244900.0,3.0,2.0,0.16,1181.0,0,pink
394,429900.0,4.0,4.0,0.44,2032.0,2,dark purple
395,219900.0,3.0,2.0,0.11,1056.0,0,pink
396,270000.0,3.0,1.0,0.23,1234.0,0,pink
397,239999.0,4.0,2.0,0.13,1690.0,0,pink
398,259900.0,3.0,1.0,0.26,1103.0,0,pink
399,299000.0,3.0,2.0,0.14,1799.0,0,pink
400,315000.0,4.0,2.0,0.23,1420.0,0,pink
401,339900.0,3.0,2.0,0.5,1520.0,0,pink
402,269900.0,3.0,1.0,0.73,1250.0,0,pink
403,435000.0,4.0,3.0,0.22,2734.0,0,pink
404,279900.0,4.0,2.0,0.18,1596.0,0,pink
405,219900.0,3.0,1.0,0.17,1085.0,0,pink
406,465000.0,4.0,4.0,5.29,5042.0,2,dark purple
407,199000.0,1.0,1.0,1.63,996.0,0,pink
408,130000.0,2.0,1.0,0.11,744.0,0,pink
409,999900.0,5.0,6.0,8.0,6900.0,2,dark purple
410,279900.0,5.0,3.0,0.12,1782.0,0,pink
411,269900.0,3.0,2.0,0.11,1542.0,0,pink
412,265000.0,3.0,2.0,0.23,1369.0,0,pink
413,250000.0,3.0,2.0,0.11,1586.0,0,pink
414,299000.0,3.0,2.0,0.18,1392.0,0,pink
415,279900.0,3.0,2.0,0.4,1322.0,0,pink
416,139000.0,3.0,1.0,0.1,1428.0,0,pink
417,569000.0,4.0,3.0,1.1,2628.0,0,pink
418,239000.0,2.0,1.0,0.19,1024.0,0,pink
419,324900.0,4.0,1.0,0.23,1740.0,0,pink
420,239900.0,4.0,1.0,0.28,1200.0,0,pink
421,674900.0,3.0,3.0,0.69,3704.0,0,pink
422,799900.0,3.0,3.0,2.9,2700.0,0,pink
423,650000.0,4.0,3.0,2.52,2960.0,0,pink
424,285000.0,5.0,2.0,0.13,2652.0,0,pink
425,249900.0,3.0,1.0,0.22,1040.0,0,pink
426,250000.0,3.0,1.0,0.41,1100.0,0,pink
427,350000.0,3.0,2.0,0.64,1826.0,0,pink
428,275000.0,3.0,1.0,0.32,1082.0,0,pink
429,649900.0,4.0,4.0,0.69,3562.0,2,dark purple
430,239900.0,3.0,3.0,2.0,2934.0,0,pink
431,259900.0,3.0,2.0,0.17,1442.0,0,pink
432,449000.0,5.0,3.0,0.75,2996.0,2,dark purple
433,199999.0,4.0,2.0,0.06,1194.0,0,pink
434,399900.0,5.0,3.0,1.73,2354.0,2,dark purple
435,309900.0,3.0,2.0,0.21,1508.0,0,pink
436,400000.0,3.0,2.0,0.92,1840.0,0,pink
437,250000.0,4.0,4.0,0.25,2492.0,2,dark purple
438,299999.0,6.0,2.0,0.14,2580.0,2,dark purple
439,259900.0,4.0,1.0,0.17,1454.0,0,pink
440,399900.0,3.0,2.0,0.55,1728.0,0,pink
441,975000.0,3.0,1.0,38.88,3187.0,0,pink
442,50000.0,2.0,2.0,0.29,712.0,0,pink
443,100000.0,3.0,2.0,0.25,1820.0,0,pink
444,179900.0,1.0,1.0,0.5,620.0,0,pink
445,69900.0,2.0,1.0,0.05,896.0,0,pink
446,290000.0,3.0,1.0,1.3,1674.0,0,pink
447,299000.0,6.0,2.0,0.16,3500.0,2,dark purple
448,259900.0,2.0,2.0,0.56,1296.0,0,pink
449,314900.0,4.0,4.0,0.22,2954.0,2,dark purple
450,477000.0,4.0,2.0,3.5,3200.0,0,pink
451,499900.0,3.0,3.0,3.04,1632.0,0,pink
452,225000.0,5.0,3.0,0.24,2314.0,2,dark purple
453,269900.0,3.0,3.0,0.17,1400.0,0,pink
454,289000.0,8.0,2.0,0.1,2332.0,2,dark purple
455,299000.0,5.0,2.0,0.68,2294.0,0,pink
456,949000.0,6.0,3.0,8.11,4197.0,2,dark purple
457,249900.0,2.0,1.0,0.21,988.0,0,pink
458,285000.0,2.0,1.0,0.44,1200.0,0,pink
459,379999.0,3.0,2.0,0.67,1700.0,0,pink
460,389000.0,4.0,3.0,0.23,1920.0,0,pink
461,369000.0,6.0,4.0,8.53,4280.0,2,dark purple
462,75000.0,4.0,2.0,0.32,3780.0,0,pink
463,139900.0,2.0,1.0,0.1,824.0,0,pink
464,230000.0,7.0,3.0,0.08,2400.0,2,dark purple
465,215000.0,2.0,1.0,0.19,609.0,0,pink
466,349000.0,6.0,3.0,0.12,4155.0,2,dark purple
467,1495000.0,15.0,9.0,0.19,14532.0,1,purple
468,290000.0,2.0,1.0,1.05,1768.0,0,pink
469,950000.0,4.0,5.0,1.44,4701.0,2,dark purple
470,448999.0,4.0,2.0,0.23,2016.0,0,pink
471,779800.0,3.0,3.0,10.88,2498.0,0,pink
472,465000.0,3.0,2.0,1.38,1568.0,0,pink
473,214200.0,3.0,2.0,0.12,1225.0,0,pink
