,price,bed,bath,acre_lot,city,zip_code,house_size,sold_date
73291,359900.0,4.0,2.0,0.24,Fitchburg,1420.0,1740.0,1997-05-30
73292,209900.0,3.0,2.0,0.2,Fitchburg,1420.0,960.0,1990-09-21
73295,777000.0,5.0,4.0,0.32,Fitchburg,1420.0,3325.0,2006-10-20
73296,499900.0,3.0,2.0,0.23,Dracut,1826.0,2919.0,2002-06-05
73299,379900.0,3.0,1.0,0.42,Shirley,1464.0,1092.0,1991-09-03
73302,365000.0,5.0,2.0,0.11,Clinton,1510.0,2187.0,2008-05-06
73304,574900.0,4.0,3.0,0.12,Dracut,1826.0,2566.0,2007-05-23
73307,319900.0,3.0,2.0,0.23,Leominster,1453.0,2006.0,1995-07-25
73309,1225000.0,5.0,3.0,2.0,Carlisle,1741.0,3519.0,2005-05-13
73317,825000.0,4.0,3.0,0.92,Chelmsford,1824.0,2100.0,1984-12-13
73318,569900.0,3.0,2.0,0.97,Bolton,1740.0,1748.0,1976-01-28
73321,399900.0,3.0,1.0,0.1,Marlborough,1752.0,1020.0,1999-05-26
73329,340000.0,3.0,1.0,1.06,Sterling,1564.0,825.0,2007-01-11
73330,525000.0,4.0,3.0,0.64,Fitchburg,1420.0,2532.0,2002-12-31
73332,310000.0,6.0,2.0,0.09,Fitchburg,1420.0,2718.0,2005-04-15
73338,799000.0,3.0,3.0,3.88,Bolton,1740.0,3921.0,2000-07-07
73342,749900.0,5.0,4.0,0.77,Chelmsford,1824.0,2996.0,2000-10-20
73347,399900.0,4.0,1.0,0.1,Lowell,1851.0,1389.0,1979-09-26
73349,799000.0,4.0,4.0,0.52,Acton,1720.0,2787.0,1993-06-25
73351,524900.0,2.0,2.0,0.01,Dracut,1826.0,1532.0,2001-09-18
73352,1150000.0,4.0,4.0,0.56,Marlborough,1752.0,4243.0,1988-02-02
73370,105000.0,1.0,1.0,0.11,Clinton,1510.0,574.0,2019-09-17
73371,436590.0,3.0,2.0,0.39,Leominster,1453.0,2205.0,2004-12-07
73372,475000.0,3.0,1.0,0.75,Stow,1775.0,1500.0,2004-11-30
73373,359500.0,3.0,3.0,2.2,Fitchburg,1420.0,2274.0,1987-04-07
73374,629900.0,5.0,4.0,0.44,Fitchburg,1420.0,4666.0,1999-02-01
73377,434900.0,3.0,2.0,0.51,Fitchburg,1420.0,1844.0,1990-05-24
73378,475000.0,3.0,2.0,1.02,Pepperell,1463.0,2030.0,1984-02-27
73379,550000.0,3.0,2.0,0.33,Bolton,1740.0,2096.0,2006-06-23
73380,499900.0,5.0,2.0,0.61,Townsend,1469.0,2132.0,1986-07-22
73381,649999.0,4.0,2.0,1.6,Marlborough,1752.0,3529.0,1988-09-07
73384,695000.0,4.0,3.0,3.58,Bolton,1740.0,2670.0,2005-12-16
73386,850000.0,5.0,3.0,3.39,Dunstable,1827.0,3471.0,2004-06-30
73387,675000.0,4.0,2.0,0.74,Westford,1886.0,1836.0,1993-10-21
73392,699000.0,4.0,3.0,1.5,Bolton,1740.0,2260.0,1977-05-31
73393,499900.0,4.0,3.0,0.07,Lowell,1850.0,2118.0,2003-12-31
73394,485000.0,3.0,2.0,0.5,Westford,1886.0,1647.0,1961-09-22
73395,699000.0,3.0,3.0,1.5,Marlborough,1752.0,2694.0,1997-07-21
73399,489900.0,4.0,2.0,0.34,Hudson,1749.0,1985.0,1989-09-29
73405,935000.0,3.0,3.0,0.95,Boxborough,1719.0,2931.0,2003-07-30
73406,699000.0,4.0,2.0,0.46,Acton,1720.0,2209.0,1988-08-11
73409,739900.0,4.0,3.0,1.01,Tyngsborough,1879.0,2498.0,2004-09-28
73411,1599000.0,4.0,4.0,2.2,Westford,1886.0,4824.0,2005-06-15
73419,469000.0,3.0,1.0,0.8,Bolton,1740.0,1580.0,2005-08-08
73420,499900.0,5.0,3.0,0.7,Leominster,1453.0,2788.0,1985-01-16
73422,525000.0,3.0,2.0,0.37,Lancaster,1523.0,2207.0,1988-09-02
73425,750000.0,5.0,4.0,0.53,Lowell,1854.0,4698.0,1999-07-01
73428,549000.0,3.0,3.0,0.46,Tyngsborough,1879.0,2310.0,2009-05-14
73429,299900.0,4.0,2.0,0.21,Fitchburg,1420.0,2180.0,2005-12-12
73430,749000.0,4.0,4.0,1.5,Bolton,1740.0,3252.0,1998-11-19
73433,399900.0,2.0,1.0,0.24,Chelmsford,1824.0,902.0,1994-04-28
73434,799000.0,4.0,3.0,1.94,Stow,1775.0,2420.0,1998-10-29
73435,785000.0,5.0,4.0,1.01,Sterling,1564.0,3196.0,1993-12-30
73436,489900.0,4.0,2.0,0.06,Pepperell,1463.0,2457.0,2003-08-11
73437,499900.0,3.0,2.0,1.04,Dracut,1826.0,1666.0,2002-01-11
73439,329900.0,2.0,1.0,0.18,Leominster,1453.0,870.0,2003-01-13
73440,899800.0,3.0,3.0,2.96,Tyngsborough,1879.0,3808.0,1996-03-29
73442,575000.0,4.0,2.0,0.55,Lowell,1851.0,2100.0,2007-01-02
73446,549000.0,3.0,2.0,0.24,Lowell,1854.0,1422.0,1998-01-30
73451,829900.0,3.0,3.0,0.6,Chelmsford,1824.0,2900.0,1996-10-28
73452,599900.0,6.0,3.0,0.17,Lowell,1854.0,1859.0,2008-08-15
73456,929000.0,4.0,3.0,0.47,Acton,1720.0,2665.0,2004-12-03
73477,749999.0,2.0,3.0,5.25,Chelmsford,1824.0,2312.0,1984-04-24
73503,399900.0,3.0,3.0,0.5,Townsend,1474.0,2069.0,1974-11-26
73553,489900.0,3.0,2.0,0.23,Billerica,1862.0,1600.0,1999-02-19
73592,499900.0,4.0,3.0,0.34,Billerica,1821.0,2371.0,1986-12-05
73648,1198000.0,3.0,3.0,2.0,Carlisle,1741.0,3914.0,1999-11-16
73672,424000.0,3.0,3.0,0.24,Fitchburg,1420.0,1800.0,1989-03-07
73680,349900.0,3.0,1.0,0.91,Lunenburg,1462.0,1029.0,1978-03-17
73682,649000.0,4.0,2.0,1.46,Lunenburg,1462.0,2063.0,1990-10-01
73683,309000.0,2.0,1.0,0.14,Leominster,1453.0,1212.0,2001-09-28
73691,699000.0,4.0,3.0,1.59,Fitchburg,1420.0,2952.0,2018-10-01
73694,429900.0,2.0,3.0,0.2,Lunenburg,1462.0,1444.0,2003-09-02
73695,995000.0,4.0,4.0,0.84,Acton,1720.0,4325.0,1990-03-30
73696,599900.0,3.0,2.0,0.35,Billerica,1862.0,1998.0,2001-08-29
73701,929900.0,6.0,4.0,1.13,Billerica,1862.0,3549.0,2007-07-13
73705,1525000.0,4.0,6.0,7.94,Concord,1742.0,4871.0,2001-03-16
76681,579000.0,4.0,4.0,0.77,Leominster,1453.0,3577.0,2002-10-15
76682,384900.0,3.0,2.0,0.24,Leominster,1453.0,2292.0,2004-01-29
76685,495000.0,8.0,3.0,0.19,Leominster,1453.0,3595.0,2015-09-29
76687,524900.0,4.0,3.0,0.34,Leominster,1453.0,3035.0,1985-04-05
76715,209900.0,2.0,2.0,0.11,Worcester,1606.0,1176.0,1985-05-24
76740,449000.0,3.0,2.0,1.06,Pepperell,1463.0,2261.0,1983-07-20
76745,525000.0,4.0,2.0,0.51,Pepperell,1463.0,2126.0,2007-01-11
76772,625000.0,4.0,2.0,1.79,Boxborough,1719.0,2018.0,1992-09-04
76817,329900.0,3.0,1.0,0.96,Townsend,1469.0,1210.0,2002-07-08
76907,5400000.0,6.0,10.0,1.38,Weston,2493.0,10000.0,2007-08-21
76914,3500000.0,4.0,5.0,0.93,Weston,2493.0,4896.0,1992-07-09
76944,1250000.0,6.0,4.0,1.71,Burlington,1803.0,3036.0,1996-07-03
77195,349888.0,3.0,1.0,0.74,Shrewsbury,1545.0,1152.0,2003-08-15
77293,319900.0,3.0,1.0,0.2,Worcester,1605.0,935.0,2003-11-20
77367,544900.0,5.0,3.0,0.57,Shrewsbury,1545.0,1728.0,2005-04-11
77405,799900.0,4.0,3.0,0.94,Northborough,1532.0,3275.0,2002-05-29
77455,2795000.0,4.0,4.0,40.66,Shrewsbury,1545.0,2495.0,2010-10-12
77478,440000.0,3.0,2.0,0.12,Westborough,1581.0,1047.0,1983-07-29
77483,439000.0,3.0,1.0,0.5,Northborough,1532.0,1913.0,1978-02-01
77501,739000.0,4.0,4.0,0.53,Westborough,1581.0,3482.0,2003-12-23
77540,549000.0,3.0,2.0,1.01,Shrewsbury,1545.0,1632.0,1995-09-27
77575,779900.0,4.0,3.0,1.34,Shrewsbury,1545.0,2412.0,1989-05-15
77582,599000.0,4.0,2.0,0.2,Shrewsbury,1545.0,2640.0,1998-09-28
77599,425000.0,2.0,2.0,12.26,Northborough,1532.0,1640.0,2011-06-03
77669,699000.0,4.0,3.0,0.25,Westborough,1581.0,2088.0,1987-04-29
77683,699900.0,5.0,3.0,0.41,Westborough,1581.0,2721.0,2004-10-01
77726,649900.0,4.0,3.0,0.7,Shrewsbury,1545.0,2716.0,1988-01-22
77730,684900.0,3.0,3.0,9.38,Northborough,1532.0,2784.0,2016-05-20
77741,289900.0,3.0,2.0,0.2,Fitchburg,1420.0,1216.0,2007-05-24
77742,224900.0,3.0,2.0,0.71,Fitchburg,1420.0,1152.0,1968-01-01
77746,500000.0,3.0,2.0,0.99,Acton,1720.0,1988.0,1992-02-21
77754,359000.0,3.0,3.0,0.09,Worcester,1604.0,1320.0,2004-07-09
77761,574900.0,4.0,3.0,0.42,Rutland,1543.0,2304.0,2002-07-01
77762,319900.0,2.0,2.0,0.13,Worcester,1606.0,888.0,2004-05-28
77764,889900.0,4.0,2.0,1.06,Sudbury,1776.0,2859.0,1996-08-28
77766,630000.0,4.0,3.0,0.35,Shrewsbury,1545.0,2104.0,1985-12-31
78497,399900.0,3.0,2.0,0.34,Marlborough,1752.0,1252.0,1988-02-21
78638,4695000.0,6.0,8.0,3.3,Concord,1742.0,9849.0,2006-05-25
78701,699999.0,4.0,2.0,0.22,Shrewsbury,1545.0,2500.0,1995-11-20
78717,559900.0,4.0,2.0,0.15,Shrewsbury,1545.0,2421.0,2001-04-27
78746,1899000.0,5.0,5.0,1.19,Sudbury,1776.0,7044.0,2006-04-11
78792,549900.0,4.0,3.0,0.23,Worcester,1602.0,2652.0,1986-11-25
78862,350000.0,5.0,2.0,0.61,Grafton,1536.0,1892.0,2006-06-30
78885,1365000.0,4.0,4.0,0.46,Concord,1742.0,2831.0,2019-11-15
78910,500000.0,4.0,4.0,0.47,Grafton,1536.0,2784.0,1998-06-01
78914,378000.0,2.0,1.0,0.15,Ashland,1721.0,952.0,1995-09-15
78921,450000.0,3.0,2.0,0.62,Southborough,1772.0,1356.0,1995-11-06
78928,639900.0,3.0,2.0,0.25,Southborough,1772.0,1824.0,2005-09-30
78957,1200000.0,4.0,4.0,0.88,Westborough,1581.0,4190.0,1994-04-01
78969,4995000.0,6.0,11.0,2.17,Sudbury,1776.0,13946.0,2007-10-09
78982,609900.0,2.0,3.0,53.42,Upton,1568.0,2224.0,2021-04-06
78997,449000.0,3.0,1.0,0.68,Southborough,1772.0,1200.0,1994-06-29
79012,499900.0,4.0,3.0,0.42,Milford,1757.0,2104.0,1988-03-18
79036,425000.0,4.0,2.0,1.09,Uxbridge,1569.0,1596.0,2002-08-20
79053,535000.0,3.0,3.0,21.67,Grafton,1536.0,1846.0,2020-10-06
79055,599000.0,3.0,2.0,1.56,Framingham,1701.0,1620.0,2003-06-02
79058,775000.0,3.0,2.0,0.9,Sudbury,1776.0,2092.0,2002-05-31
79071,399000.0,5.0,2.0,1.0,Westborough,1581.0,2074.0,2002-01-24
79081,950000.0,4.0,5.0,1.24,Southborough,1772.0,5169.0,2000-11-15
79083,650000.0,5.0,4.0,1.15,Westborough,1581.0,3445.0,2002-09-23
79089,789900.0,5.0,4.0,0.56,Framingham,1702.0,5000.0,2007-07-18
79098,850000.0,4.0,3.0,1.59,Hopkinton,1748.0,3030.0,1992-07-16
79099,1090000.0,4.0,4.0,1.16,Sudbury,1776.0,4100.0,1993-03-31
79104,4795000.0,3.0,4.0,109.22,Upton,1568.0,4770.0,1992-09-24
79106,780000.0,3.0,3.0,0.48,Wayland,1778.0,1894.0,2008-04-25
79108,1699900.0,4.0,4.0,1.75,Hopkinton,1748.0,3900.0,1995-10-16
79128,525000.0,3.0,1.0,0.42,Westborough,1581.0,1922.0,1998-06-22
79135,2600000.0,5.0,6.0,1.0,Sudbury,1776.0,8795.0,2001-01-03
79142,529000.0,3.0,2.0,0.23,Framingham,1702.0,1476.0,1987-02-01
79144,599900.0,3.0,2.0,0.21,Framingham,1702.0,1536.0,2003-10-06
79177,599900.0,4.0,3.0,0.38,Hopkinton,1748.0,2124.0,1988-03-02
79184,995000.0,3.0,2.0,0.46,Concord,1742.0,2003.0,2001-09-05
79188,1548000.0,4.0,5.0,0.48,Concord,1742.0,3450.0,2003-05-01
79239,475000.0,4.0,2.0,1.3,Douglas,1516.0,2167.0,2006-12-19
79254,649900.0,4.0,3.0,0.41,Framingham,1702.0,2819.0,2006-04-28
79258,499900.0,3.0,2.0,0.21,Framingham,1701.0,1532.0,2009-03-31
79259,875000.0,4.0,3.0,1.0,Framingham,1701.0,2868.0,1986-07-01
79260,975000.0,4.0,3.0,1.53,Wayland,1778.0,2684.0,1994-08-19
79261,7200000.0,6.0,12.0,7.11,Concord,1742.0,12806.0,1995-06-30
79264,679900.0,4.0,3.0,0.46,Framingham,1701.0,1934.0,2006-09-29
79265,3200000.0,4.0,5.0,1.84,Concord,1742.0,5158.0,1994-01-28
79296,899900.0,5.0,4.0,0.42,Framingham,1701.0,4279.0,2000-01-18
79303,659000.0,4.0,2.0,0.85,Westborough,1581.0,1948.0,2003-06-27
79324,349900.0,3.0,2.0,3.77,Northbridge,1534.0,1728.0,1991-06-03
79355,815000.0,3.0,3.0,0.11,Hopkinton,1748.0,2556.0,2004-04-01
79361,689900.0,3.0,3.0,0.23,Framingham,1701.0,2073.0,2002-12-13
79362,1579900.0,5.0,4.0,1.15,Hopkinton,1748.0,5291.0,2001-08-16
79364,4975000.0,5.0,7.0,4.76,Wayland,1778.0,8401.0,1997-03-10
79381,670000.0,4.0,3.0,0.92,Grafton,1560.0,2578.0,2005-09-30
79401,675000.0,4.0,3.0,0.95,Hopkinton,1748.0,2060.0,1993-11-08
79410,1750000.0,4.0,4.0,0.46,Concord,1742.0,4202.0,1996-08-16
79412,399900.0,3.0,2.0,0.65,Uxbridge,1569.0,1878.0,2003-11-04
79421,699900.0,4.0,4.0,1.05,Milford,1757.0,3764.0,1990-05-02
79428,469900.0,3.0,2.0,0.19,Ashland,1721.0,1084.0,1998-06-01
79436,600000.0,4.0,2.0,0.69,Westborough,1581.0,1829.0,2005-07-26
79442,1295000.0,5.0,3.0,2.76,Lincoln,1773.0,3487.0,2000-06-09
79447,615000.0,4.0,3.0,0.21,Framingham,1701.0,2137.0,1984-06-01
79448,899000.0,3.0,3.0,4.74,Concord,1742.0,1809.0,1995-08-31
79456,574900.0,3.0,3.0,0.67,Grafton,1560.0,3176.0,2003-10-01
79457,479900.0,3.0,3.0,0.23,Northbridge,1588.0,2240.0,1997-06-20
79462,320000.0,4.0,1.0,0.18,Northbridge,1588.0,1673.0,2009-06-08
79476,599900.0,3.0,2.0,0.32,Framingham,1701.0,2194.0,2005-07-01
79483,675000.0,4.0,2.0,0.29,Westborough,1581.0,2317.0,1997-12-02
79490,615000.0,4.0,2.0,1.16,Ashland,1721.0,1632.0,2009-07-31
79493,1095000.0,3.0,3.0,0.14,Concord,1742.0,2047.0,2001-03-21
79504,324900.0,2.0,1.0,0.11,Worcester,1606.0,908.0,2018-02-13
79511,330000.0,2.0,2.0,0.45,Upton,1568.0,1492.0,2010-12-14
79512,449900.0,3.0,2.0,2.03,Sutton,1590.0,2043.0,2002-06-04
79514,289000.0,2.0,1.0,0.35,Oxford,1537.0,1056.0,2008-04-10
79515,279900.0,2.0,2.0,0.1,Worcester,1603.0,1330.0,2005-04-01
79519,309900.0,2.0,2.0,0.23,Auburn,1501.0,1000.0,2008-08-04
79522,499900.0,3.0,3.0,0.18,Upton,1568.0,2133.0,1993-06-24
79529,799000.0,2.0,2.0,0.05,Concord,1742.0,1112.0,2008-09-04
79535,850000.0,4.0,4.0,1.22,Hopkinton,1748.0,2292.0,1989-06-08
79536,549900.0,4.0,3.0,0.49,Northbridge,1588.0,1888.0,2008-10-14
79538,299000.0,3.0,2.0,0.27,Worcester,1607.0,1302.0,2005-07-06
79544,849500.0,4.0,3.0,0.46,Framingham,1701.0,2762.0,2008-02-28
79547,1295000.0,4.0,3.0,0.67,Sudbury,1776.0,4335.0,2005-08-01
79549,1299900.0,4.0,3.0,0.58,Wayland,1778.0,2805.0,1992-08-31
79580,6250000.0,6.0,7.0,2.28,Weston,2493.0,12544.0,2008-04-01
79614,1799900.0,4.0,4.0,0.62,Burlington,1803.0,4297.0,2005-08-23
79626,5295000.0,6.0,8.0,1.44,Weston,2493.0,10016.0,1996-05-22
79649,8499000.0,5.0,9.0,2.17,Weston,2493.0,8809.0,2006-08-18
79667,3500000.0,6.0,8.0,0.37,Lexington,2420.0,6687.0,2005-12-29
79669,3849000.0,7.0,9.0,0.71,Lexington,2420.0,6662.0,1999-01-11
79705,9995000.0,6.0,10.0,2.62,Weston,2493.0,11942.0,2006-10-12
79715,4288000.0,6.0,8.0,0.79,Lexington,2420.0,6800.0,1997-07-14
79716,2650000.0,6.0,4.0,3.5,Lexington,2420.0,3041.0,2005-11-22
79736,799900.0,3.0,3.0,0.46,Burlington,1803.0,1942.0,2004-09-21
79742,619000.0,4.0,2.0,0.3,Burlington,1803.0,1766.0,1991-10-28
79743,1390000.0,4.0,4.0,1.16,Lincoln,1773.0,4515.0,1987-03-27
79748,1245000.0,3.0,3.0,0.48,Winchester,1890.0,2168.0,2007-06-25
79750,1475000.0,4.0,3.0,0.93,Concord,1742.0,4450.0,1997-07-08
79783,624900.0,2.0,3.0,5.5,Bedford,1730.0,1706.0,2006-11-21
79791,5795000.0,5.0,8.0,1.38,Weston,2493.0,7146.0,2008-07-17
79829,724900.0,3.0,2.0,0.47,Burlington,1803.0,1911.0,1992-05-29
79835,1299000.0,4.0,5.0,0.32,Woburn,1801.0,4323.0,1998-07-22
79839,1399000.0,4.0,3.0,0.51,Lexington,2421.0,2361.0,2021-07-16
79842,1999000.0,4.0,4.0,0.98,Winchester,1890.0,4662.0,1993-07-15
79843,1896000.0,6.0,5.0,0.98,Bedford,1730.0,4828.0,1995-10-27
79872,3200000.0,5.0,9.0,4.32,Lincoln,1773.0,14600.0,1997-09-05
79873,1195000.0,3.0,3.0,0.09,Lexington,2420.0,1880.0,2002-07-29
79884,1629000.0,8.0,5.0,2.5,Bedford,1730.0,4952.0,1999-08-17
79885,629900.0,3.0,3.0,0.07,Waltham,2451.0,2374.0,2007-07-31
79909,1699900.0,4.0,4.0,0.24,Woburn,1801.0,4200.0,1985-07-01
79910,679900.0,3.0,2.0,0.72,Burlington,1803.0,2070.0,2002-06-27
79918,649000.0,3.0,2.0,0.11,Waltham,2453.0,1352.0,2002-12-23
79919,1575000.0,4.0,3.0,0.36,Lexington,2421.0,4000.0,1995-10-30
79920,3248000.0,7.0,5.0,0.39,Lexington,2420.0,6682.0,1968-07-01
79926,1800000.0,4.0,3.0,0.64,Lexington,2420.0,3623.0,2008-02-19
79949,18899000.0,9.0,9.0,18.48,Weston,2493.0,12589.0,2000-09-05
79953,1780000.0,5.0,4.0,0.46,Waltham,2452.0,5481.0,2008-06-06
79960,1748000.0,5.0,4.0,0.23,Bedford,1730.0,4312.0,1997-06-06
79971,2450000.0,6.0,8.0,0.15,Lexington,2420.0,5000.0,1988-12-15
79987,574900.0,3.0,2.0,0.28,Lowell,1851.0,1400.0,1999-05-25
80011,1899999.0,4.0,4.0,0.46,Burlington,1803.0,5050.0,1987-06-11
80030,439900.0,2.0,1.0,0.07,Waltham,2451.0,1049.0,1993-12-31
80043,829900.0,3.0,2.0,0.38,Waltham,2452.0,2526.0,1999-11-15
80055,1695000.0,4.0,4.0,1.1,Waltham,2452.0,4395.0,1997-12-08
80081,639900.0,4.0,2.0,2.3,Billerica,1821.0,2602.0,1992-11-06
80089,664900.0,4.0,3.0,1.0,Tewksbury,1876.0,2128.0,1983-04-28
80096,1150000.0,4.0,3.0,0.42,Lexington,2421.0,3224.0,2000-06-26
80101,789900.0,4.0,2.0,0.24,Woburn,1801.0,1638.0,1996-09-16
80130,589900.0,4.0,2.0,0.61,Billerica,1821.0,1823.0,1999-01-29
80133,829000.0,4.0,3.0,0.92,Bedford,1730.0,2235.0,1980-04-30
80134,939000.0,3.0,3.0,0.35,Winchester,1890.0,2342.0,1981-07-01
80135,629900.0,3.0,2.0,0.54,Burlington,1803.0,1350.0,2012-12-21
80140,1399000.0,4.0,2.0,0.39,Winchester,1890.0,2760.0,2006-07-06
80141,899000.0,4.0,4.0,0.69,Bedford,1730.0,2514.0,2004-08-02
80163,1800000.0,4.0,5.0,0.92,Natick,1760.0,6300.0,2008-08-20
80247,980000.0,3.0,2.0,0.15,Wellesley,2482.0,1965.0,2005-07-22
80302,580000.0,3.0,2.0,0.16,Framingham,1702.0,1976.0,1997-03-28
80305,1390000.0,5.0,3.0,0.74,Natick,1760.0,3715.0,2005-03-11
80308,2700000.0,6.0,6.0,1.53,Weston,2493.0,6299.0,2007-09-18
80356,5750000.0,6.0,7.0,2.11,Weston,2493.0,8000.0,1992-12-16
80481,679900.0,3.0,3.0,0.28,Natick,1760.0,1706.0,2004-06-30
80501,539900.0,2.0,1.0,0.15,Natick,1760.0,1332.0,2007-11-30
80502,379900.0,2.0,2.0,0.0,Tewksbury,1876.0,1026.0,2020-04-28
80521,1399990.0,4.0,3.0,0.35,Natick,1760.0,3350.0,1998-09-28
80544,629900.0,4.0,3.0,0.94,Dracut,1826.0,2316.0,1997-07-25
80583,379900.0,2.0,1.0,0.15,Lowell,1852.0,768.0,2005-05-02
80589,695000.0,4.0,4.0,0.39,Ashland,1721.0,2965.0,1988-10-28
80597,1575000.0,4.0,4.0,0.25,Wellesley,2481.0,2813.0,2004-07-27
80618,599900.0,3.0,2.0,0.3,Southborough,1772.0,1824.0,2003-12-17
80628,599800.0,3.0,2.0,0.28,Framingham,1701.0,1737.0,2008-11-13
80673,1499000.0,4.0,4.0,0.74,Natick,1760.0,3869.0,1989-08-16
80675,599999.0,5.0,3.0,0.12,Lowell,1850.0,4019.0,2001-11-01
80685,799000.0,3.0,2.0,0.19,Natick,1760.0,1790.0,2008-09-15
80726,1025000.0,4.0,2.0,0.23,Wellesley,2482.0,1612.0,2004-05-03
80734,759900.0,2.0,3.0,0.3,Natick,1760.0,1849.0,2003-08-21
80735,2050000.0,4.0,3.0,0.54,Wellesley,2481.0,3996.0,2009-11-30
80773,899000.0,4.0,3.0,0.33,Wayland,1778.0,2736.0,2000-08-31
80778,1550000.0,5.0,4.0,0.28,Natick,1760.0,4014.0,1987-12-29
80779,1679000.0,4.0,3.0,1.18,Wayland,1778.0,3440.0,1997-09-26
80795,449900.0,3.0,1.0,0.2,Lowell,1850.0,1156.0,2007-12-14
80834,1600000.0,4.0,2.0,3.33,Methuen,1844.0,5056.0,1984-08-01
80940,599900.0,3.0,2.0,1.03,Tewksbury,1876.0,1372.0,1972-07-14
81023,599900.0,3.0,2.0,0.95,Methuen,1844.0,1826.0,1991-10-31
81144,419000.0,2.0,2.0,0.0,Tewksbury,1876.0,1240.0,2007-09-28
81237,879900.0,3.0,4.0,0.76,Billerica,1821.0,2509.0,2007-10-22
81275,549000.0,4.0,2.0,0.34,Billerica,1821.0,2146.0,2006-07-28
81394,374900.0,3.0,3.0,2.27,Blackstone,1504.0,1740.0,2004-11-04
81459,439900.0,3.0,2.0,0.62,Holden,1520.0,1591.0,1997-02-27
81469,630000.0,9.0,3.0,0.13,Worcester,1610.0,3702.0,2003-06-04
81477,409000.0,3.0,2.0,0.23,Worcester,1604.0,1542.0,2002-09-24
81478,899000.0,4.0,4.0,0.6,Shrewsbury,1545.0,2867.0,1999-01-13
81481,699900.0,4.0,4.0,0.47,Holden,1520.0,2424.0,1988-08-15
81497,359900.0,3.0,1.0,0.33,Douglas,1516.0,1196.0,2008-10-27
81498,474900.0,3.0,3.0,2.09,Douglas,1516.0,1944.0,1997-11-12
81501,879000.0,6.0,5.0,1.09,Douglas,1516.0,5019.0,1996-05-16
81585,429900.0,3.0,2.0,0.89,Uxbridge,1569.0,1873.0,2007-06-01
81586,575000.0,3.0,3.0,1.22,Grafton,1560.0,2674.0,1995-09-28
81808,519000.0,4.0,2.0,0.72,Hopedale,1747.0,2326.0,1982-09-14
81859,479000.0,3.0,2.0,0.15,Northbridge,1588.0,1641.0,1998-05-29
81897,639900.0,4.0,4.0,0.74,Mendon,1756.0,4130.0,2002-05-31
81923,525000.0,3.0,2.0,0.28,Milford,1757.0,2990.0,2005-05-31
81925,465000.0,3.0,2.0,0.11,Milford,1757.0,1257.0,1990-04-11
81929,529000.0,4.0,3.0,0.25,Milford,1757.0,2400.0,2008-03-28
81959,549900.0,4.0,3.0,0.5,Hopedale,1747.0,2735.0,1998-07-08
81960,330000.0,5.0,2.0,0.15,Milford,1757.0,1536.0,1986-03-05
81967,565000.0,3.0,3.0,2.82,Uxbridge,1569.0,2868.0,2005-05-27
81971,849900.0,5.0,4.0,2.08,Mendon,1756.0,4130.0,2008-02-28
81995,230000.0,3.0,1.0,0.08,Milford,1757.0,856.0,2000-08-01
82004,1150000.0,5.0,4.0,2.25,Grafton,1536.0,4574.0,2005-04-11
82010,679900.0,4.0,3.0,0.91,Hopedale,1747.0,3118.0,2000-05-25
82021,379900.0,2.0,2.0,0.2,Milford,1757.0,1364.0,2004-08-02
82031,739000.0,3.0,3.0,3.57,Sutton,1590.0,2700.0,2004-07-15
82687,349900.0,1.0,2.0,0.17,Webster,1570.0,1680.0,1997-08-27
83007,200000.0,4.0,2.0,0.18,Webster,1570.0,1313.0,1999-08-03
83050,379900.0,4.0,2.0,0.41,Webster,1570.0,1896.0,1994-08-24
83062,465000.0,3.0,3.0,1.17,Oxford,1540.0,2037.0,1989-08-24
83199,724900.0,3.0,2.0,0.17,Webster,1570.0,2406.0,2004-07-30
83265,419900.0,3.0,3.0,0.37,Webster,1570.0,1810.0,2006-02-01
83450,999900.0,5.0,6.0,1.21,Ashland,1721.0,5504.0,2006-12-15
83597,325000.0,4.0,3.0,0.23,Webster,1570.0,2009.0,2001-12-24
85411,499000.0,5.0,3.0,0.23,Webster,1570.0,2400.0,2004-05-20
86736,499000.0,3.0,2.0,0.31,Maynard,1754.0,1440.0,2007-10-01
87442,699000.0,4.0,3.0,0.92,North Attleboro,2760.0,2700.0,2005-03-04
87516,450000.0,3.0,3.0,0.57,Oxford,1540.0,1609.0,2004-09-30
87595,449900.0,9.0,3.0,0.12,Southbridge,1550.0,3768.0,2004-06-18
88588,599000.0,3.0,3.0,1.06,Milford,1757.0,2857.0,2006-11-10
88768,1200000.0,4.0,4.0,1.01,Medway,2053.0,4000.0,2005-08-03
88817,329000.0,3.0,2.0,0.07,Holliston,1746.0,1619.0,2009-05-29
88844,850000.0,5.0,4.0,1.5,Norfolk,2056.0,3203.0,1966-10-17
88851,979900.0,3.0,3.0,1.55,Medway,2053.0,3024.0,2003-04-29
88890,800000.0,4.0,3.0,1.76,Franklin,2038.0,3240.0,1992-08-27
88891,568900.0,3.0,2.0,0.92,Franklin,2038.0,1568.0,2009-10-23
88897,575000.0,3.0,2.0,1.63,Franklin,2038.0,1344.0,2006-07-14
88899,789000.0,4.0,3.0,0.77,Franklin,2038.0,3576.0,1995-12-08
88962,929900.0,4.0,4.0,0.52,Medway,2053.0,3697.0,2006-05-16
88976,959900.0,4.0,3.0,0.48,Franklin,2038.0,3745.0,2004-08-23
